Name,Gender,Honor,URL,Year
"Reinhold Ogris","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Lukas Wallenböck","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Manuel Egger","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Dominik Meritschnig","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Thomas Ojster","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Bernhard Franz Aichholzer","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Kurt Herzele","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Christopher Perdacher","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Peter Scharnagl","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Franz Lauritsch","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Philipp Schütz","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Ernst Stroj jun.","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Reinhard Hedenig","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Marian Josef Triessnik","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Christopher Hedenig","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Manuel Humnig","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Benjamin Koraimann","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Martin Stuppnig","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Daniel Melcher","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=567","2023"
"Jakob Strauss","male","Großes Goldenes Ehrenzeichen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=566","2023"
"Gerfried Pirker","male","Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=566","2023"
"Dagmar Zöhrer","female","Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=566","2023"
"Christiane Ogris","female","Wehrpolitische Kärntnerin 2023","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=561","2023"
"Oliver Heinrich","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=562","2023"
"Klaus Pseiner","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=562","2023"
"Krista Kulterer","female","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=562","2023"
"Peter Pilz","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=562","2023"
"Günther Tschabuschnig","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=562","2023"
"Wilfried Kuss","male","Lorbeer in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=562","2023"
"Elfriede Grössing","female","Ehrung für langjährige Verdienste im landwirtschaftlichen Schulwesen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=560","2023"
"Waltraud Stroj","female","Ehrung für langjährige Verdienste im landwirtschaftlichen Schulwesen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=560","2023"
"Herma Hartweger","female","Ehrung für langjährige Verdienste im landwirtschaftlichen Schulwesen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=560","2023"
"Peter Glantschnig","male","Ehrung für langjährige Verdienste im landwirtschaftlichen Schulwesen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=560","2023"
"Josef Huber","male","Ehrung für langjährige Verdienste im landwirtschaftlichen Schulwesen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=560","2023"
"Johann Muggi","male","Ehrung für langjährige Verdienste im landwirtschaftlichen Schulwesen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=560","2023"
"Milan Kroflic","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Paul Stöckl","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Rainer Findenig","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Werner Kunzl","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Christopher Berchtold","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Jürgen Honorius Haim","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Patrick Rebernig","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Fabian Juwan","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Thomas Michael Zdravja","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Daniel Steinwender","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Christopher Hudritsch","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Daniel Wrießnig","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Robert Polzer","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Raffael Kalt","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Julia Remschnig","female","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Klaus Ertl","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Simon Remschnig","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Christian Bierbauemer","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Thomas Posch","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Harald Schrittesser","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Florian Posch","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Herbert Liegl","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Michael Hebenstreit","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Manuel Sablatschar","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Markus Kraiger","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Siegbert Kohlweiß","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Johannes Ebner","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Erwin Wurzer","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Daniel Staubmann","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Alois Holzer","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Alfred Bestandmann","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Matthias Engl","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Lambert Taferner","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Walter Kuss","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Johann Delsnig","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Markus Zuschnig","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Roland Maurer","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Klaus Wilpernig","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Sebastian Selinger","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Daniel Stock","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=551","2023"
"Kurt Nekula","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=550","2023"
"Nužej Tolmaier","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=550","2023"
"Isabella Holzer","female","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=550","2023"
"Katharina Pektor","female","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=550","2023"
"Ingolf Schädler","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=553","2023"
"Lukas Gasper","male","Glastrophäe für ausgezeichnete Matura","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=548","2023"
"Christof Liegl","male","Glastrophäe für ausgezeichnete Matura","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=548","2023"
"Carina Unterluggauer","female","Glastrophäe für ausgezeichnete Matura","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=548","2023"
"Tobias Kügerl","male","Glastrophäe für ausgezeichnete Matura","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=548","2023"
"Clara Poms","female","Glastrophäe für ausgezeichnete Matura","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=548","2023"
"Gabriel Srebotnig","male","Glastrophäe für ausgezeichnete Matura","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=548","2023"
"Henry Neumüller","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=543","2023"
"Kurt Stonitsch","male","Dank und Anerkennung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=543","2023"
"Günther Prommer","male","Dank und Anerkennung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=543","2023"
